iter	Logloss
510	0.2913058472
511	0.2911497716
512	0.2909459141
513	0.2907155064
514	0.2905427115
515	0.2903432356
516	0.2901755415
517	0.2899075753
518	0.2897949001
519	0.2896221924
520	0.289501539
521	0.2892777361
522	0.289099884
523	0.2888919503
524	0.2886288452
525	0.2883947318
526	0.2881359863
527	0.2879218401
528	0.2876283918
529	0.2874104527
530	0.2872979954
531	0.2871376692
532	0.2869153922
533	0.2867711094
534	0.2865603202
535	0.2864475795
536	0.2863026428
537	0.2861676461
538	0.286012922
539	0.2859294128
540	0.2857964216
541	0.2856209891
542	0.2855047607
543	0.2853625488
544	0.2851299177
545	0.2849470302
546	0.2847286987
547	0.2846298872
548	0.2844139753
549	0.2842579869
550	0.2839640808
551	0.2837325614
552	0.2834344482
553	0.2831878226
554	0.2827507237
555	0.2824077061
556	0.2822189331
557	0.2819835772
558	0.2816569955
559	0.2813304138
560	0.280992388
561	0.2805730547
562	0.2804628645
563	0.2801700265
564	0.2799356733
565	0.2796811131
566	0.2794318717
567	0.2792347935
568	0.2791140965
569	0.2788367571
570	0.2786145455
571	0.2783479963
572	0.2782124547
573	0.2780225917
574	0.2777723476
575	0.277542463
576	0.2773921858
577	0.277164372
578	0.2770138986
579	0.276758728
580	0.2765920149
581	0.2764045061
582	0.2762609427
583	0.2760402134
584	0.2758106123
585	0.2755072457
586	0.2753032575
587	0.275081264
588	0.2748661586
589	0.274677996
590	0.2744105748
591	0.2742768642
592	0.2740107509
593	0.2738636344
594	0.2737154715
595	0.2735247585
596	0.273384552
597	0.2731966727
598	0.2728733172
599	0.2727153233
600	0.2725193133
601	0.2722617013
602	0.2721131679
603	0.271947501
604	0.2717528425
605	0.2715177482
606	0.2713070897
607	0.2711695208
608	0.2710353524
609	0.2709120396
610	0.2706543841
611	0.2704729353
612	0.2703115627
613	0.2701935686
614	0.2699986049
615	0.2697359358
616	0.26943076
617	0.2692979431
618	0.2690863037
619	0.2689487566
620	0.2687353952
621	0.2685330636
622	0.2684521048
623	0.2683421544
624	0.2681678118
625	0.268009491
626	0.2678637695
627	0.2677539498
628	0.2675329154
629	0.2674334717
630	0.2672428676
631	0.26715162
632	0.2668786185
633	0.2665856934
634	0.2663720267
635	0.2661879621
636	0.2659606062
637	0.2657637678
638	0.265632782
639	0.2655243792
640	0.2653521293
641	0.2652466256
642	0.2650482178
643	0.2647808402
644	0.2645925685
645	0.2643639265
646	0.2641203962
647	0.2638983808
648	0.2637132917
649	0.263220302
650	0.2630596924
651	0.262797154
652	0.262636588
653	0.2625017003
654	0.2621891785
655	0.2620642526
656	0.261826913
657	0.2616725813
658	0.2613555472
659	0.2612576512
660	0.2610193961
661	0.2607800293
662	0.2605330767
663	0.2601405988
664	0.2600688389
665	0.2598989868
666	0.2597844587
667	0.2597022356
668	0.2595878601
669	0.2594445801
670	0.2592353167
671	0.2590516227
672	0.2587426758
673	0.2586488778
674	0.2584858486
675	0.2582883344
676	0.2581122916
677	0.2579286194
678	0.2577203369
679	0.2576293291
680	0.2572799029
681	0.2571818324
682	0.256900613
683	0.2566792951
684	0.2564612034
685	0.2562194606
686	0.2559394182
687	0.2556844003
688	0.255574646
689	0.2554553877
690	0.2553014701
691	0.2550802176
692	0.2549284145
693	0.2547623117
694	0.2546206665
695	0.2543314471
696	0.2541973659
697	0.2539931815
698	0.2538802665
699	0.2536278861
700	0.2535162789
701	0.2533108521
702	0.2531509617
703	0.2529419817
704	0.2527908325
705	0.2526660592
706	0.2525731986
707	0.2524455479
708	0.2522530692
709	0.2519694955
710	0.2518181283
711	0.2516049412
712	0.2513443429
713	0.2511702401
714	0.250990775
715	0.2507930647
716	0.2505996704
717	0.2503340585
718	0.2502185059
719	0.2501295471
720	0.2499873352
721	0.2498478917
722	0.2496745082
723	0.2495204817
724	0.2492962211
725	0.2491400146
726	0.249050184
727	0.2488504028
728	0.2487111337
729	0.248555603
730	0.2483388192
731	0.2482265363
732	0.2480972944
733	0.2478096226
734	0.2476863534
735	0.2475870187
736	0.2475014823
737	0.2471927316
738	0.2471136693
739	0.2468700082
740	0.2467553929
741	0.2465992955
742	0.2465219116
743	0.246252376
744	0.2459865897
745	0.2458937727
746	0.2456532506
747	0.2455085754
748	0.2452011544
749	0.2449972098
750	0.2448394339
751	0.2446204921
752	0.2445026507
753	0.2442046465
754	0.2440532575
755	0.2438603646
756	0.2437226214
757	0.2435388184
758	0.2433967808
759	0.24331604
760	0.2431998553
761	0.2430710929
762	0.2429620143
763	0.2427751814
764	0.2425040763
765	0.2423723057
766	0.2422841535
767	0.2420840454
768	0.2418570382
769	0.2416924177
770	0.2415715245
771	0.2415678188
772	0.2413956124
773	0.2411865888
774	0.2409874616
775	0.2408638218
776	0.2406167603
777	0.2405108643
778	0.2403068107
779	0.2402404785
780	0.2400121634
781	0.2397986712
782	0.2396609715
783	0.2393951416
784	0.239249224
785	0.2392244393
786	0.238964277
787	0.2387061637
788	0.2386128889
789	0.23838974
790	0.2382559204
791	0.2380483355
792	0.2378602382
793	0.2376855687
794	0.2375769915
795	0.2373912266
796	0.2371017238
797	0.2368408639
798	0.2365504238
799	0.2363619995
800	0.2362999616
801	0.2361887687
802	0.235972617
803	0.2358409119
804	0.2355531965
805	0.2354417201
806	0.2352593122
807	0.2349813843
808	0.2347505842
809	0.2345588248
810	0.2345148795
811	0.2343653216
812	0.2342430769
813	0.2339372689
814	0.2337150792
815	0.2335867964
816	0.2334086609
817	0.2331802586
818	0.2330180141
819	0.2329300799
820	0.2328343419
821	0.2325573077
822	0.2324529157
823	0.232305494
824	0.2321797398
825	0.231907523
826	0.2317631531
827	0.2315714591
828	0.2313456726
829	0.2311760167
830	0.2311589922
831	0.231033129
832	0.2307231358
833	0.2306570653
834	0.2305833871
835	0.2304513768
836	0.2302900696
837	0.2301542446
838	0.2298995972
839	0.2296985299
840	0.2294457572
841	0.2293891253
842	0.2291902379
843	0.2290993609
844	0.2288737488
845	0.2286843436
846	0.2284903172
847	0.2282802909
848	0.2280055019
849	0.2278363691
850	0.2276047625
851	0.2274397278
852	0.227273298
853	0.2271492222
854	0.2269972447
855	0.2268789237
856	0.2266037641
857	0.2264021083
858	0.2263807678
859	0.2261577715
860	0.2259915161
861	0.225793893
862	0.2256222098
863	0.2255247716
864	0.2254252189
865	0.2252489362
866	0.2250854492
867	0.2247498431
868	0.2246922084
869	0.2245898655
870	0.2244631522
871	0.2242047773
872	0.2240153939
873	0.2239189148
874	0.223724278
875	0.2235538592
876	0.2234460231
877	0.2232111686
878	0.223059736
879	0.2229823739
880	0.222827519
881	0.2226074219
882	0.2223614066
883	0.2222744315
884	0.2221407645
885	0.221899632
886	0.2218178013
887	0.2215573774
888	0.2212603106
889	0.2212167358
890	0.2210713632
891	0.2208687047
892	0.2206615339
893	0.2205073547
894	0.220264086
895	0.2200898525
896	0.2199682617
897	0.2197457014
898	0.2196194458
899	0.2195022801
900	0.2193967547
901	0.2192969186
902	0.2192416382
903	0.2191079494
904	0.2189440482
905	0.2187644741
906	0.2185937718
907	0.2183363778
908	0.2181867327
909	0.2180321612
910	0.2179545593
911	0.2178311811
912	0.2176407732
913	0.2176219613
914	0.2174476842
915	0.2173543658
916	0.2173031398
917	0.2172702898
918	0.2170256042
919	0.2168395996
920	0.2166146851
921	0.216353302
922	0.2161921038
923	0.2159455436
924	0.215748945
925	0.215480957
926	0.2152324786
927	0.2150278582
928	0.2148026821
929	0.2146441214
930	0.2145125907
931	0.2144131688
932	0.2142384556
933	0.2141556876
934	0.2140209525
935	0.2139081682
936	0.2138352312
937	0.2136760167
938	0.2134995815
939	0.2132916696
940	0.2131368801
941	0.2130303519
942	0.2127810233
943	0.2126528277
944	0.2125718253
945	0.2124691772
946	0.2122836304
947	0.2121279471
948	0.2119259644
949	0.2118093
950	0.2117256601
951	0.2116768973
952	0.2115913173
953	0.2114630563
954	0.21124006
955	0.2111648124
956	0.2109734889
957	0.2108362252
958	0.2107653155
959	0.2105514526
960	0.2104122707
961	0.2102801732
962	0.2101647949
963	0.2099754551
964	0.2097678484
965	0.2096583775
966	0.2095689828
967	0.2094123622
968	0.2093023246
969	0.209228254
970	0.2091455078
971	0.2088759504
972	0.2088191659
973	0.2086636789
974	0.2084908622
975	0.2084018598
976	0.2083302089
977	0.2082324655
978	0.2080925206
979	0.2079318891
980	0.2078860038
981	0.2077629743
982	0.2076021903
983	0.2074292864
984	0.207308306
985	0.2072915213
986	0.2072255162
987	0.2071748788
988	0.2070692662
989	0.2069698225
990	0.2068502372
991	0.206715829
992	0.2065791103
993	0.2063699341
994	0.206209804
995	0.2060954503
996	0.2059266881
997	0.2058137294
998	0.2056706238
999	0.2055457197
